"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2ZEWERAF","journalArticle","2015","Hotchkiss, Erin R.; Hall, Robert O.","Whole-stream 13C tracer addition reveals distinct fates of newly fixed carbon.","Ecology","","","10.1890/14-0631.1","","Many estimates of freshwater carbon (C) fluxes focus on inputs, processing, and storage of terrestrial C; yet inland waters have high rates of internally fixed (autochthonous) C production. Some fraction of newly fixed C may be released as biologically available, dissolved organic C (DOC) and stimulate microbial-driven biogeochemical cycles soon after fixation, but the fate of autochthonous C is difficult to measure directly. Tracing newly fixed C can increase our understanding of fluxes and fate of autochthonous C in the context of freshwater food webs and C cycling. We traced autochthonous C fixation and fate using a dissolved inorganic C stable isotope addition (13CDIC). We added 13CDIC to North Fork French Creek, Wyoming, USA during two days in August. We monitored changes in 13C pools, fluxes, and storage for 44 d after the addition. Two-compartment flux models were used to quantify net release of newly fixed 13CDOC and 13CDIC into the water column. We compared net 13C fixation with tracer 13CDIC rem...","2015","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: 26240862 PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9QV6FYP","journalArticle","2011","Butman, David; Raymond, Peter A.","Significant efflux of carbon dioxide from streams and rivers in the United States","Nature Geoscience","","","10.1038/ngeo1294","","Current estimates of carbon dioxide evasion from inland waters are based on incomplete spatial coverage. Streams and rivers in the United States release 97 Tg of carbon to the atmosphere each year, according to an analysis of chemical and morphological data.","2011","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMKHKFA9","journalArticle","2016","Catalán, Núria; Marcé, Rafael; Kothawala, Dolly N.; Tranvik, Lars J.","Organic carbon decomposition rates controlled by water retention time across inland waters","Nature Geoscience","","","10.1038/ngeo2720","","Organic carbon decays as it travels through inland waters from soils to the sea. Analysis of data from across the continuum of inland and marine aquatic systems reveals that the rate of organic carbon decay depends on water retention time.","2016","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NU3L8Q5","journalArticle","2016","Mineau, Madeleine M.; Wollheim, Wilfred M.; Buffam, Ishi; Findlay, Stuart E. G.; Hall, Robert O.; Hotchkiss, Erin R.; Koenig, Lauren E.; McDowell, William H.; Parr, Thomas B.","Dissolved organic carbon uptake in streams: A review and assessment of reach‐scale measurements","Journal of Geophysical Research","","","10.1002/2015jg003204","","Quantifying the role that freshwater ecosystems play in the global carbon cycle requires accurate measurement and scaling of dissolved organic carbon (DOC) removal in river networks. We reviewed reach-scale measurements of DOC uptake from experimental additions of simple organic compounds or leachates to inform development of aquatic DOC models that operate at the river network, regional, or continental scale. Median DOC uptake velocity (vf) across all measurements was 2.28mmmin−1. Measurements using simple compound additions resulted in faster vf (2.94mmmin−1) than additions of leachates (1.11mmmin−1). We also reviewed published data of DOC bioavailability for ambient stream water and leaf leachate DOC from laboratory experiments. We used these data to calculate and apply a correction factor to leaf leachate uptake velocity to estimate ambient stream water DOC uptake rates at the reach scale. Using this approach, we estimated a median ambient stream DOC vf of 0.26mmmin−1. Applying these DOC vf values (0.26, 1.11, 2.28, and 2.94mmmin−1) in a river network inverse model in seven watersheds revealed that our estimated ambient DOC vf value is plausible at the network scale and 27 to 45% of DOC input was removed. Applying the median measured simple compound or leachate vf in whole river networks would require unjustifiably high terrestrial DOC inputs to match observed DOC concentrations at the basin mouth. To improve the understanding and importance of DOC uptake in fluvial systems, we recommend using a multiscale approach coupling laboratory assays, with reach-scale measurements, and modeling.","2016","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BN7YUN69","journalArticle","2008","Stedmon, Colin A.; Bro, Rasmus","Characterizing dissolved organic matter fluorescence with parallel factor analysis: a tutorial","Limnology and Oceanography-methods","","","10.4319/lom.2008.6.572b","","A sub-fraction of dissolved organic matter fluoresces when excited with ultraviolet light. This property is used to quantify and characterize changes in dissolved organic matter (DOM) in aquatic environments. Detailed mapping of the fluorescence properties of DOM produces excitation emission matrices (EEM), which are well suited to multi-way data analysis techniques (chemometrics). Techniques such as parallel factor analysis (PARAFAC) are increasingly being applied to characterize DOM fluorescence properties. Here, an introduction to the technique and description of the advantages and pitfalls of its application to DOM fluorescence is presented. Additionally a MATLAB based tutorial and toolbox specific to PARAFAC analysis of DOM fluorescence is presented.","2008","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZ8CDBTV","journalArticle","2009","Sanderman, Jonathan; Lohse, Kathleen A.; Baldock, Jeff; Amundson, Ronald","Linking soils and streams: Sources and chemistry of dissolved organic matter in a small coastal watershed","Water Resources Research","","","10.1029/2008wr006977","","[1]To understand the hydrologic and biogeochemical controls on the age and recalcitrance of dissolved organic matter (DOM) found in stream waters, we combined hydrometric monitoring along a topographic gradient from ridge to channel with isotopic (13C and 14C) and spectroscopic (UV and 13C nuclear magnetic resonance) analyses of soil and stream water samples in a small coastal watershed in California. With increasing discharge, dissolved organic carbon concentrations increased from 2.2 to 10.9 mg C L−1, Δ14C values increased from −125 to +120‰, δ13C values decreased from −24 to −29‰, C:N ratios increased from 6.5 to 15.4, and specific UV adsorption increased from 1.4 to 3.8 L mg C−1 m−1. These changes in DOM composition are consistent with a shift in source from old and recalcitrant soil organic matter (OM) sources found in deep soil horizons to young and relatively fresh OM sources found in the surface horizons. Results from this study suggest upland soils of the watershed become DOM production limited as indicated by a seasonal depletion and chemical shift in soil DOM, whereas highly productive soils in the hollow act as a near-infinite DOM source. Hydrologic connectivity of this DOM-rich riparian source region to the stream ultimately constrains DOM export, and the stream DOM composition reflects the combined influence of soil biogeochemical cycling of OM and hydrologic routing of water through the landscape.","2009","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YA3RPCAM","journalArticle","2015","Borges, Alberto; Darchambeau, François; Teodoru, Cristian R.; Marwick, Trent R.; Tamooh, Fredrick; Tamooh, Fredrick; Geeraert, Naomi; Omengo, Fredrick O.; Guérin, Frédéric; Lambert, Thibault; Morana, Cédric; Okuku, Eric Ochieng; Bouillon, Steven","Globally significant greenhouse-gas emissions from African inland waters","Nature Geoscience","","","10.1038/ngeo2486","","Inland waters are important sources of greenhouse gases. Measurements over eight years suggest that African inland waters are a substantial source of greenhouse gases, equivalent to a quarter of the global land and ocean carbon sink.","2015","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9E8NG3I4","journalArticle","2015","Kothawala, Dolly N.; Ji, Xing; Laudon, Hjalmar; Ågren, Anneli; Bishop, Kevin; Futter, Martyn N.; Köhler, Stephan; Tranvik, Lars J.","The relative influence of land cover, hydrology, and in-stream processing on the composition of dissolved organic matter in boreal streams","Journal of Geophysical Research","","","10.1002/2015jg002946","","Low-order boreal streams are particularly sensitive interfaces where dissolved organic matter (DOM) is transported from soils to inland waters. Disentangling the relative influence of key environme ...","2015","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P89JY7KR","journalArticle","2015","Catalán, Núria; Kellerman, Anne M.; Peter, Hannes; Carmona, Francesc; Tranvik, Lars J.","Absence of a priming effect on dissolved organic carbon degradation in lake water","Limnology and Oceanography","","","10.1002/lno.10016","","The idea that small amounts of labile organic carbon might trigger the degradation of previously unreactive organic matter has attracted increasing scientific interest across multiple disciplines. ...","2015","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8KZECFM","journalArticle","2010","Raymond, Peter A.; Saiers, James E.","Event controlled DOC export from forested watersheds","Biogeochemistry","","","10.1007/s10533-010-9416-7","","We performed a meta-data analysis to investigate the importance of event based fluxes to DOC export from forested watersheds. A total of 30 small eastern United States forested watersheds with no wetland component, with a total of 5,176 DOC and accompanying discharge measurements were used in this analysis. There is a clear increase in DOC concentration during hydrologic events (storms and snow melt) that follows a power relationship. We estimate that 86% of DOC is exported during events. The majority (70%) of this event based DOC flux occurs during the rising hydrograph and during large events. Events with a discharge greater than 1.38 cm day−1 make up only 4.8% of the annual hydrograph, yet are responsible for 57% of annual DOC flux. The relationship between event discharge and both DOC concentration and flux is also regulated by temperature and antecedent conditions, with a larger response in both fluxes and concentrations to events during warmer periods and periods where the preceding discharge was low. The temperature relationship also shows seasonality indicating a potential link to the size or reactivity of watershed OM pools. The 86% of DOC lost during events represents a conservative estimate of the amount of allochthonous forested DOC transported laterally to streams. Future research on watershed cycling of DOC should take into account the importance of events in regulating the transport of DOC to downstream ecosystems, determine the relative importance of abiotic versus biotic processes for the temperature regulation of event-associated DOC fluxes, and elucidate the interactions between processes that respond to climate on event versus longer time scales.","2010","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8TWTF5S","journalArticle","2014","Marin-Spiotta, Erika; Gruley, K. E.; Crawford, John T.; Atkinson, E. E.; Miesel, Jessica R.; Greene, S.; Cardona-Correa, C.; Spencer, Robert G. M.","Paradigm shifts in soil organic matter research affect interpretations of aquatic carbon cycling: transcending disciplinary and ecosystem boundaries","Biogeochemistry","","","10.1007/s10533-013-9949-7","","New conceptual models that highlight the importance of environmental, rather than molecular, controls on soil organic matter affect interpretations of organic matter (OM) persistence across terrestrial and aquatic boundaries. We propose that changing paradigms in our thinking about OM decomposition explain some of the uncertainties surrounding the fate of land-derived carbon (C) in marine environments. Terrestrial OM, which historically has been thought to be chemically recalcitrant to decay in soil and aquatic environments, dominates inputs to rivers yet is found in trace amounts in the ocean. We discuss three major transformations in our understanding of OM persistence that influence interpretations of the fate of aquatic OM: (1) a shift away from an emphasis on chemical recalcitrance as a primary predictor of turnover; (2) new interpretations of radiocarbon ages, which affect predictions of reactivity; and (3) the recognition that most OM leaving soils in dissolved form has been microbially processed. The first two explain rapid turnover for terrigenous OM in aquatic ecosystems once it leaves the soil matrix. The third suggests that the presence of terrestrial OM in aquatic ecosystems may be underestimated by the use of plant biomarkers. Whether these mechanisms occur in isolation of each other or in combination, they provide insight into the missing terrestrial C signature in the ocean. Spatially and temporally varying transformations of OM along land–water networks require that common terrestrial source indicators be interpreted within specific environmental contexts. We identify areas of research where collaborations between aquatic and terrestrial scientists will enhance quantification of C transfer from soils to inland water bodies, the ocean, and the atmosphere. Accurate estimates of OM processing are essential for improving predictions of the response of vulnerable C pools at the interface of soil and water to changes in climate and land use.","2014","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQ6BW9XX","journalArticle","2007","Roberts, Brian J.; Mulholland, Patrick J.; Hill, Walter R.","Multiple Scales of Temporal Variability in Ecosystem Metabolism Rates: Results from 2 Years of Continuous Monitoring in a Forested Headwater Stream","Ecosystems","","","10.1007/s10021-007-9059-2","","Headwater streams are key sites of nutrient and organic matter processing and retention, but little is known about temporal variability in gross primary production (GPP) and ecosystem respiration (ER) rates as a result of the short duration of most metabolism measurements in lotic ecosystems. We examined temporal variability and controls on ecosystem metabolism by measuring daily rates continuously for 2 years in Walker Branch, a first-order deciduous forest stream. Four important scales of temporal variability in ecosystem metabolism rates were identified: (1) seasonal, (2) day-to-day, (3) episodic (storm-related), and (4) inter-annual. Seasonal patterns were largely controlled by the leaf phenology and productivity of the deciduous riparian forest. Walker Branch was strongly net heterotrophic throughout the year with the exception of the open-canopy spring when GPP and ER rates were co-equal. Day-to-day variability in weather conditions influenced light reaching the streambed, resulting in high day-to-day variability in GPP particularly during spring (daily light levels explained 84% of the variance in daily GPP in April). Episodic storms depressed GPP for several days in spring, but increased GPP in autumn by removing leaves shading the streambed. Storms depressed ER initially, but then stimulated ER to 2–3 times pre-storm levels for several days. Walker Branch was strongly net heterotrophic in both years of the study, with annual GPP being similar (488 and 519 g O2 m−2 y−1 or 183 and 195 g C m−2 y−1) but annual ER being higher in 2004 than 2005 (−1,645 vs. −1,292 g O2 m−2 y−1 or −617 and −485 g C m−2 y−1). Inter-annual variability in ecosystem metabolism (assessed by comparing 2004 and 2005 rates with previous measurements) was the result of the storm frequency and timing and the size of the spring macroalgal bloom. Changes in local climate can have substantial impacts on stream ecosystem metabolism rates and ultimately influence the carbon source and sink properties of these important ecosystems.","2007","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCHZGW8M","journalArticle","2013","Wilson, Henry F.; Saiers, James E.; Raymond, Peter A.; Sobczak, William V.","Hydrologic Drivers and Seasonality of Dissolved Organic Carbon Concentration, Nitrogen Content, Bioavailability, and Export in a Forested New England Stream","Ecosystems","","","10.1007/s10021-013-9635-6","","We present the results of a full year of high-resolution monitoring of hydrologic event-driven export of stream dissolved organic matter (DOM) from the forested Bigelow Brook watershed in Harvard Forest, Massachusetts, USA. A combination of in situ fluorescent dissolved organic matter (FDOM) measurement, grab samples, and bioassays was utilized. FDOM was identified as a strong indicator of concentration for dissolved organic carbon (DOC, r 2 = 0.96), dissolved organic nitrogen (DON, r 2 = 0.81), and bioavailable DOC (BDOC, r 2 = 0.81). Relationships between FDOM and concentration were utilized to improve characterization of patterns of hydrological event-driven export and the quantification of annual export. This characterization was possible because DOM composition remained relatively consistent seasonally; however, a subtle shift to increased fluorescence per unit absorbance was observed for summer and fall seasons and percent BDOC did increase slightly with increasing concentrations. The majority of export occurred during pulsed hydrological events, so the greatest impact of bioavailable exports may be on downstream aquatic ecosystems. Export from individual events was highly seasonal in nature with the highest flow weighted mean concentrations (DOCFW) being observed in late summer and fall months, but the highest total export being observed for larger winter storms. Seasonal trends in DOC export coincide with weather driven changes in surface and subsurface flow paths, potential for depletion and rebuilding of a flushable soil organic matter pool, and the availability of terrestrial carbon sources such as leaf litter. Our approach and findings demonstrate the utility of high frequency FDOM measurement to improve estimates of intra-annual temporal trends of DOM export.","2013","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKBLUEJ6","journalArticle","","Workshop, Stream Solute","Concepts and Methods for Assessing Solute Dynamics in Stream Ecosystems","Journal of The North American Benthological Society","","","10.2307/1467445","","A stream solute workshop was held February 1-5, 1989, at The University of Mississippi with the goals of 1) suggesting a conceptual model for stream solute studies that integrates physical, chemical, and biological processes, and 2) identifying advantages and limitations of various methods for studying solute transport and exchanges. Solute dynamics refers to the spatial and temporal patterns of transport and transfers of materials that are chemically dissolved in water. Solute transport and exchange processes can be described by solute transport equations that relate solute concentration to advection, dispersion, groundwater and tributary inputs, transient storage zones, and biotic and abiotic transformations. Studies can be based on these model equations even if a full simulation of a particular system is not attempted. Although no common methodological approach can serve every investigation of solute dynamics, experimental approaches represent a range from greatest control and least realism to least control and greatest realism. The model parameters describe processes that can be investigated in laboratory, chamber, and flume experiments designed to reduce confounding experimental variables. Whole-stream studies, particularly solute injection experiments, provide estimates of solute transfer to and from the water column and can be used to calibrate the simulation models. Transport and transfer models can link experimental results obtained at different scales and increase the opportunity for inter-site comparisons and the extrapolation of results between laboratory, chamber, flume, and whole-stream studies.","","2023-03-04 18:52:05","2023-03-04 18:52:05","","","","","","","","","","","","","","","","","","","","","","PMID: null PMCID: null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
